Molecule,Solubility
B-160,-3.285900
B-162,-2.862900
B-167,1.568200
B-169,-1.041700
B-171,1.346000
B-174,0.576800
B-176,1.356000
B-177,-1.911300
B-180,-2.084300
B-181,1.228300
B-182,-3.595200
B-183,1.243400
B-190,1.070000
B-191,-1.109800
B-193,-0.171300
B-194,-0.721900
B-196,0.545500
B-197,-0.757400
B-199,0.884500
B-201,-3.309300
B-202,-3.230100
B-205,-1.978400
B-206,-1.994200
B-207,-4.315800
B-208,1.468100
B-209,-0.866600
B-210,-6.316800
B-211,-1.522000
B-212,-2.079000
B-213,-3.027200
B-214,-2.259600
B-215,-2.458100
B-216,-2.900800
B-217,-2.119300
B-218,-3.450700
B-219,0.772400
B-220,-0.380000
B-222,-0.218600
B-224,-4.905800
B-226,-0.628500
B-227,0.872300
B-228,-3.866400
B-229,-1.559900
B-230,-6.089200
B-231,-2.938400
B-232,-2.699500
B-234,-3.069000
B-237,-1.987100
B-238,-2.727200
B-239,-2.149800
B-242,1.135900
B-247,-1.712800
B-248,-0.012000
B-249,1.124300
B-250,-1.621700
B-251,1.100200
B-255,1.118900
B-257,0.889600
B-259,0.659100
B-260,-1.244900
B-263,-3.414100
B-264,-5.769200
B-265,-2.990200
B-269,-3.820200
B-270,-2.039400
B-272,-5.190100
B-273,-3.368200
B-274,-4.602400
B-276,-5.836000
B-277,-3.262600
B-279,-5.854100
B-280,1.257200
B-282,-2.425500
B-284,-4.107000
B-285,-3.494200
B-286,-3.954400
B-287,-0.981800
B-289,-6.294900
B-290,0.180400
B-291,-3.647800
B-292,-5.269200
B-293,-5.031300
B-294,-5.889200
B-296,-6.589100
B-298,-9.307600
B-299,-3.810000
B-300,-1.507500
B-301,-2.717100
B-303,-2.407000
B-304,-0.259200
B-305,-1.643000
B-307,-2.943700
B-309,-1.744700
B-310,-2.119500
B-311,-3.157200
B-312,-1.156700
B-313,-2.312200
B-314,-1.490100
B-315,-2.088600
B-317,-0.773900
B-318,0.604300
B-320,-9.537400
B-321,-1.287100
B-324,-2.392400
B-325,-0.954900
B-327,-1.617200
B-329,-3.664600
B-331,-2.437100
B-334,-1.051500
B-335,-2.538000
B-336,-3.090200
B-337,0.334800
B-338,-2.266400
B-343,-4.346800
B-344,-1.887100
B-345,-0.929900
B-346,0.520100
B-347,-2.826700
B-350,0.705100
B-351,-2.879500
B-353,-2.638300
B-354,-2.065900
B-355,-5.183000
B-357,-2.737700
B-358,-1.917100
B-359,0.378300
B-360,-3.310400
B-361,-5.209400
B-362,-2.320200
B-364,-1.091100
B-367,-1.942400
B-368,-0.945200
B-369,-3.829400
B-370,-2.626800
B-371,-4.354600
B-372,-3.848000
B-373,-2.943700
B-374,-2.714500
B-377,-3.780000
B-378,-3.678000
B-379,-3.811800
B-380,-0.541800
B-382,-3.238600
B-383,-2.286800
B-384,-1.503600
B-386,-1.245800
B-387,-0.608500
B-389,-0.622200
B-390,-1.925500
B-391,1.049900
B-392,0.956500
B-393,0.059900
B-395,0.206900
B-398,-0.938300
B-400,-1.082900
B-401,-0.359900
B-404,-4.949500
B-407,-0.889000
B-408,0.927600
B-410,-2.159000
B-413,1.008300
B-415,-1.919700
B-419,-2.337000
B-420,-4.268600
B-422,-1.796900
B-423,-2.809000
B-424,0.892000
B-425,-2.892500
B-426,-1.239900
B-427,-4.470900
B-428,-1.109700
B-429,-2.062800
B-432,-2.194500
B-434,-4.195800
B-436,-4.044400
B-437,0.931100
B-440,-0.415400
B-441,0.112800
B-444,0.934900
B-445,0.938600
B-447,-2.223200
B-450,-1.910000
B-451,-3.400900
B-454,-3.150800
B-455,-7.064100
B-456,-0.199500
B-457,0.534000
B-458,-1.739500
B-461,-3.115700
B-464,-3.675700
B-465,0.916600
B-468,-2.094600
B-470,-3.429000
B-471,0.556400
B-472,-2.699500
B-473,-1.306700
B-476,-7.959000
B-478,0.878900
B-484,-0.412100
B-485,-0.800500
B-486,0.634100
B-487,-1.272700
B-491,-2.606900
B-493,-1.266500
B-496,-2.736900
B-497,-3.390700
B-499,-1.424200
B-501,-0.831200
B-502,0.872300
B-504,-1.693000
B-506,-3.283100
B-508,-0.902200
B-509,-1.275300
B-510,-1.602100
B-511,-1.317700
B-512,-1.356200
B-515,1.243400
B-517,1.221100
B-518,1.236000
B-520,1.207100
B-521,1.236300
B-524,-0.190600
B-525,0.899200
B-526,0.927500
B-527,0.853600
B-529,0.537300
B-530,-6.842400
B-532,-1.284300
B-533,0.332600
B-534,-2.886000
B-536,1.045200
B-537,1.055000
B-538,0.189300
B-539,-0.166900
B-542,0.527300
B-544,1.049900
B-545,-4.260500
B-546,-0.794500
B-549,0.070200
B-550,-0.982700
B-551,-2.369600
B-552,-3.522800
B-553,-2.899700
B-554,-1.813500
B-556,-0.539400
B-561,-2.045100
B-563,1.030900
B-565,-2.120400
B-566,1.030900
B-567,0.995000
B-569,0.637800
B-570,1.026300
B-572,-3.895500
B-573,-2.065000
B-574,-0.412100
B-575,-1.523600
B-578,-2.074700
B-580,-2.538400
B-581,1.135900
B-582,1.148300
B-583,-2.179200
B-585,1.118600
B-586,1.118600
B-592,-1.265700
B-593,-0.267400
B-594,-4.100600
B-595,-3.509100
B-596,-1.520600
B-597,0.927600
B-599,-0.920000
B-600,-2.167500
B-601,1.059700
B-605,-2.824800
B-607,-2.395100
B-608,1.045200
B-609,1.064800
B-611,1.059900
B-613,-1.769000
B-615,0.492700
B-617,-1.664600
B-618,0.271600
B-620,-2.305900
B-621,-1.561000
B-623,0.986400
B-633,0.920300
B-634,-5.765700
B-637,0.872300
B-638,-1.346100
B-640,-1.250400
B-643,-0.995500
B-645,0.789900
B-646,0.784600
B-647,0.789900
B-648,0.749000
B-650,-1.049000
B-655,-8.172400
B-656,-2.051200
B-661,0.812100
B-662,-2.045700
B-663,0.978200
B-665,0.179800
B-667,-6.413100
B-668,-2.120900
B-669,-1.610500
B-670,-1.456700
B-671,-1.499100
B-672,1.130300
B-673,1.142000
B-674,-2.800100
B-675,0.800900
B-676,-6.659400
B-678,-3.824000
B-679,0.257200
B-680,-6.136600
B-682,-1.521300
B-683,-7.249300
B-684,-4.106500
B-686,-3.192200
B-687,-2.595500
B-690,-3.353300
B-691,-3.531900
B-692,-5.444000
B-693,-1.976300
B-694,0.675200
B-695,-7.231100
B-696,0.098500
B-698,-3.488600
B-700,-2.878400
B-701,-2.213000
B-703,-1.419900
B-704,-2.191300
B-705,-3.166600
B-707,0.619400
B-708,-4.521800
B-709,-6.215500
B-710,-4.616800
B-713,-1.782700
B-714,-3.570600
B-715,-0.847700
B-718,-2.921000
B-719,-0.474500
B-724,-0.847100
B-725,-3.800700
B-726,-4.386100
B-728,0.934900
B-731,-5.676800
B-732,0.927500
B-734,-1.813500
B-735,0.425500
B-736,-2.359800
B-737,-0.818800
B-738,-6.437200
B-740,-3.375900
B-744,1.049900
B-745,-4.937600
B-746,-1.420700
B-749,-2.872600
B-750,-1.825300
B-751,-1.958200
B-752,-4.940500
B-753,-2.111200
B-754,-1.527600
B-755,-1.174500
B-756,1.118900
B-757,1.055200
B-759,-0.456800
B-760,-2.950100
B-763,-1.083100
B-764,-0.970200
B-765,-4.292900
B-768,-3.139300
B-769,-4.421300
B-770,-1.097700
B-771,-3.975600
B-772,-4.249200
B-773,-3.192600
B-774,-3.163300
B-775,-1.949300
B-776,-4.770400
B-777,-5.569000
B-778,-2.910100
B-780,-2.980100
B-781,-3.307000
B-783,-4.107700
B-785,-4.638300
B-786,-2.596000
B-787,-3.211300
B-788,-1.954900
B-792,-0.562900
B-793,-0.827500
B-794,0.321000
B-795,-0.854700
B-798,-0.510100
B-799,-1.340200
B-800,-0.560000
B-801,0.875500
B-802,-2.635900
B-803,-2.857800
B-804,-1.786500
B-807,-2.920900
B-808,-1.769100
B-810,-3.000600
B-811,-1.089900
B-812,-1.679500
B-815,-7.663700
B-816,0.624900
B-817,-0.430000
B-819,0.865200
B-820,-1.772300
B-821,-2.257300
B-822,1.021800
B-823,0.986700
B-825,-1.796500
B-829,-2.451000
B-831,-3.157400
B-832,0.685500
B-833,-5.259400
B-835,-0.611000
B-838,1.107700
B-841,0.067000
B-842,0.823600
B-845,-2.352500
B-846,-0.818600
B-847,-3.604800
B-848,-0.060100
B-849,-1.155200
B-850,-2.173000
B-854,0.543300
B-855,-1.483200
B-856,-1.728500
B-858,-0.107800
B-861,-9.162700
B-862,-6.627700
B-863,-7.820700
B-864,-8.480600
B-865,-5.237900
B-866,-8.004000
B-867,-8.225900
B-868,-8.498900
B-870,-7.908100
B-871,-6.878600
B-872,-5.895700
B-873,-6.572700
B-874,-6.244700
B-875,-2.776300
B-876,-0.231900
B-877,0.603300
B-879,0.382700
B-880,1.096400
B-881,1.096400
B-882,-3.514900
B-883,-2.338000
B-884,0.523300
B-886,-3.634000
B-887,1.065000
B-891,-1.928100
B-893,0.608600
B-894,1.494200
B-896,-3.318700
B-897,-0.945600
B-901,-1.862300
B-903,-1.331600
B-905,-2.505700
B-906,-2.060400
B-907,-3.346900
B-908,-0.503300
B-909,-1.237000
B-910,-3.452700
B-911,-1.359300
B-912,-1.740300
B-913,-2.375700
B-914,-1.038700
B-915,-0.947300
B-916,-1.045600
B-917,-1.687500
B-919,-2.541000
B-920,-2.415700
B-921,-3.125700
B-923,-1.347700
B-925,0.072700
B-927,1.193400
B-928,-0.357400
B-930,0.309400
B-931,-3.096100
B-932,1.017600
B-933,-3.484300
B-935,-1.887000
B-936,-2.685200
B-938,-1.597800
B-939,-5.657600
B-940,-6.000000
B-941,-1.948400
B-942,-1.945000
B-944,-2.320800
B-945,-0.787500
B-946,0.703700
B-947,-1.210000
B-948,1.055000
B-949,-1.580900
B-950,-2.543600
B-951,-0.849300
B-952,-0.283600
B-953,-0.308700
B-954,1.026300
B-955,-0.580900
B-956,-0.801400
B-957,-2.319000
B-958,-3.182500
B-959,-2.670600
B-960,-1.326900
B-961,-1.965700
B-962,-5.009700
B-964,-1.503100
B-965,-1.613500
B-966,-2.805000
B-968,-0.575200
B-969,-3.640200
B-970,-5.279500
B-971,-2.699400
B-972,-5.149500
B-973,-3.617400
B-976,-7.861300
B-978,-3.588900
B-979,0.011900
B-981,-2.356600
B-982,-2.049600
B-983,-2.284000
B-984,-3.090500
B-985,-4.157700
B-986,-0.017300
B-987,-1.984900
B-988,-4.308700
B-989,-5.508300
B-990,-1.924900
B-992,-2.106000
B-993,0.648400
B-994,-2.118300
B-995,-0.660800
B-996,-0.173900
B-997,-5.475200
B-998,-0.741800
B-999,-2.484200
B-1000,-3.058500
B-1001,-5.165500
B-1002,-2.056800
B-1003,-0.878600
B-1004,0.443300
B-1005,-2.511300
B-1006,0.789800
B-1007,0.853400
B-1008,-4.683500
B-1009,-3.683500
B-1010,-1.042700
B-1011,-0.527000
B-1012,0.878900
B-1013,-1.756500
B-1014,-1.377000
B-1015,-1.521600
B-1016,-0.068700
B-1017,0.779500
B-1018,-2.079800
B-1019,-1.922000
B-1020,-1.301900
B-1021,-3.295900
B-1022,-1.920200
B-1023,-4.943200
B-1025,1.236000
B-1027,1.065000
B-1029,-0.052900
B-1030,0.975700
B-1031,-1.602900
B-1032,-1.167300
B-1034,-2.366600
B-1035,-2.851600
B-1036,-0.633300
B-1037,-2.358600
B-1038,-2.320200
B-1040,-5.511100
B-1041,-2.338100
B-1042,-1.299400
B-1043,-2.156200
B-1045,-7.316600
B-1046,-0.396200
B-1047,-1.541200
B-1049,-1.956900
B-1050,0.429800
B-1051,-1.834600
B-1052,-2.401400
B-1054,1.055000
B-1055,-3.795900
B-1056,-3.593200
B-1057,-0.894900
B-1060,0.759700
B-1061,-0.197100
B-1064,-4.503500
B-1065,-3.822600
B-1066,-1.924700
B-1067,-0.534500
B-1069,-4.193800
B-1070,-3.051400
B-1071,0.540200
B-1072,-3.620200
B-1073,-1.409100
B-1076,-0.322500
B-1079,-1.232700
B-1080,-3.760600
B-1081,-3.521400
B-1082,-2.021600
B-1083,-1.000300
B-1084,-1.500500
B-1085,-2.746900
B-1087,-4.732900
B-1088,-4.436300
B-1090,-1.424900
B-1091,-3.122100
B-1092,-1.525100
B-1095,-3.350300
B-1096,-1.954800
B-1097,-0.594600
B-1098,-1.733100
B-1099,-1.397100
B-1100,0.982300
B-1101,1.045200
B-1102,0.436900
B-1103,-3.499400
B-1104,-1.261500
B-1105,-2.809200
B-1106,-0.000600
B-1108,-3.706800
B-1109,-2.132500
B-1110,-3.026500
B-1111,-1.611200
B-1112,-1.609800
B-1113,-4.594000
B-1114,-1.839200
B-1115,-1.770600
B-1117,-1.884100
B-1118,-0.117600
B-1119,-1.319500
B-1120,0.903200
B-1121,-0.079900
B-1122,1.221100
B-1123,-4.670400
B-1124,-1.144300
B-1125,-7.940700
B-1126,-7.338700
B-1128,-2.403600
B-1130,0.986700
B-1131,0.991000
B-1132,-1.699600
B-1133,-1.118500
B-1134,-2.375200
B-1135,-1.864800
B-1136,-1.000600
B-1137,-2.958700
B-1139,-0.718100
B-1140,-1.565000
B-1141,-0.632100
B-1142,-1.952100
B-1143,-2.732400
B-1145,-1.440300
B-1146,-2.480900
B-1150,1.026300
B-1151,-8.400700
B-1152,-2.759200
B-1153,0.982500
B-1154,0.184400
B-1155,-4.346500
B-1156,-3.426400
B-1157,-3.288300
B-1159,-0.989500
B-1160,-0.401800
B-1161,-2.975800
B-1162,-3.276100
B-1164,0.416700
B-1165,-0.137200
B-1166,-3.159200
B-1167,-0.291900
B-1172,-1.324700
B-1173,-2.281500
B-1174,-3.357200
B-1175,-2.604900
B-1176,-2.656100
B-1179,1.130300
B-1183,0.674900
B-1184,-0.385700
B-1185,-1.335000
B-1187,-0.020600
B-1189,-3.140400
B-1190,-0.514500
B-1192,0.160200
B-1193,-1.770500
B-1194,-2.789400
B-1195,-4.228600
B-1196,-5.283800
B-1197,-2.732000
B-1198,-2.730700
B-1199,-1.810800
B-1200,-1.613800
B-1201,-0.212200
B-1202,1.065000
B-1203,-4.677600
B-1205,-4.280800
B-1206,-0.721600
B-1207,-0.680500
B-1208,-0.706200
B-1209,-0.810600
B-1210,-0.822900
B-1211,-1.103000
B-1212,-4.696100
B-1213,-1.301800
B-1214,-0.353500
B-1215,-4.125400
B-1216,-1.890300
B-1217,-2.494400
B-1218,0.107600
B-1219,-2.300000
B-1221,-0.539500
B-1222,-4.222000
B-1223,-1.933000
B-1225,-2.347800
B-1226,-4.400100
B-1227,-2.392500
B-1228,-2.503800
B-1229,-4.411200
B-1230,0.795300
B-1231,-0.591600
B-1232,-2.524300
B-1236,-4.817900
B-1237,-0.784500
B-1238,-1.861400
B-1239,-1.305400
B-1240,0.361200
B-1241,0.287200
B-1242,0.465600
B-1243,-1.663000
B-1244,-2.133900
B-1246,0.962100
B-1247,-1.360500
B-1248,-0.388000
B-1249,-2.361700
B-1250,-2.195400
B-1251,-5.790500
B-1252,-0.386100
B-1253,-4.306300
B-1255,-0.833400
B-1256,-5.159100
B-1258,-4.465700
B-1259,-1.938500
B-1260,-2.781300
B-1263,-4.357500
B-1264,-0.498800
B-1266,-5.756800
B-1269,-1.873800
B-1270,-3.267100
B-1271,-4.596100
B-1272,-0.553400
B-1273,-1.956900
B-1274,-3.816000
B-1275,-1.130700
B-1277,-0.820200
B-1280,-1.266800
B-1282,-1.096600
B-1283,-1.760300
B-1284,-0.850400
B-1285,-1.499600
B-1286,0.826400
B-1287,-0.327900
B-1288,-0.182200
B-1290,-1.568600
B-1292,-1.586700
B-1294,-0.550400
B-1295,-2.554600
B-1297,-0.057000
B-1298,-1.057400
B-1299,-1.889800
B-1300,0.964500
B-1302,-1.437400
B-1303,-3.941700
B-1304,-1.646400
B-1305,-1.188700
B-1306,-1.220100
B-1307,0.731500
B-1308,-5.340300
B-1309,-0.418800
B-1310,-2.043400
B-1311,0.623000
B-1312,-1.021400
B-1313,-2.383700
B-1314,-3.405300
B-1315,-5.309300
B-1316,-3.477600
B-1317,-3.205700
B-1318,-1.046600
B-1319,-1.201900
B-1320,-5.040200
B-1322,0.199900
B-1324,0.511700
B-1325,-0.343600
B-1326,-4.087600
B-1327,-2.442300
B-1328,-1.066500
B-1329,-5.854100
B-1330,-2.651100
B-1333,0.056900
B-1334,-1.550800
B-1335,-2.799300
B-1336,-1.486100
B-1337,-5.172200
B-1338,-0.431300
B-1339,-3.540000
B-1341,-0.552800
B-1342,-4.808000
B-1343,-1.045300
B-1344,-2.630700
B-1345,0.019300
B-1346,1.070000
B-1348,0.680300
B-1349,-3.408600
B-1350,-2.635400
B-1351,0.592100
B-1352,-1.309300
B-1357,0.298300
B-1358,-1.718800
B-1359,-1.198500
B-1360,-3.065300
B-1361,-2.414200
B-1362,-2.088500
B-1363,-1.884100
B-1364,-3.397900
B-1365,-0.267800
B-1366,-2.727500
B-1367,0.817700
B-1368,-4.032600
B-1369,-4.721300
B-1370,-3.123200
B-1371,-1.267800
B-1373,-2.826500
B-1374,-0.833100
B-1375,-0.204600
B-1376,-3.197200
B-1377,-2.990000
B-1378,-1.360600
B-1379,-5.372300
B-1381,-2.660800
B-1383,-3.219600
B-1384,-1.130800
B-1385,-0.930700
B-1386,-1.014200
B-1387,-1.078400
B-1388,-1.716800
B-1390,-0.900700
B-1391,1.045400
B-1392,1.040600
B-1393,-0.560700
B-1394,-0.630100
B-1395,-3.550000
B-1397,-1.249800
B-1398,-0.232800
B-1399,-1.255700
B-1400,1.021800
B-1401,-1.366200
B-1402,-0.360200
B-1403,-1.128600
B-1404,-0.201900
B-1405,-1.337300
B-1406,-1.504400
B-1407,0.009300
B-1409,0.422300
B-1410,-0.072500
B-1411,-1.375000
B-1412,-1.210100
B-1413,-1.462900
B-1414,-0.990700
B-1415,-0.680600
B-1416,-1.884100
B-1417,-0.204600
B-1418,-3.009900
B-1420,-3.662000
B-1421,-7.593600
B-1423,-9.446400
B-1424,-6.347600
B-1425,-8.333900
B-1426,-8.474600
B-1427,-2.195500
B-1429,0.986100
B-1430,-1.076200
B-1432,0.934900
B-1433,-1.926400
B-1434,-4.812700
B-1435,-1.027700
B-1436,-2.446100
B-1440,-1.255800
B-1441,-1.546200
B-1442,-1.290600
B-1444,-0.930200
B-1445,-1.367900
B-1446,-0.313700
B-1447,-3.812600
B-1448,-3.090500
B-1449,1.113200
B-1450,-5.154600
B-1451,-2.450200
B-1452,-2.027600
B-1454,-3.229100
B-1456,1.130300
B-1457,0.931300
B-1458,0.924000
B-1459,-1.789800
B-1460,0.746700
B-1461,-1.109000
B-1463,-2.564400
B-1464,-0.255800
B-1465,-0.854800
B-1466,0.113900
B-1467,-1.464800
B-1468,-3.243900
B-1472,0.962100
B-1473,-1.841600
B-1474,-2.050000
B-1476,-1.769600
B-1477,-2.750500
B-1478,-1.471600
B-1479,-2.297900
B-1480,-6.536200
B-1481,-1.561400
B-1482,-1.449900
B-1483,-3.735500
B-1484,-3.417400
B-1486,-5.586400
B-1488,-3.875000
B-1489,-4.201400
B-1492,0.295600
B-1493,-0.954700
B-1495,-2.041100
B-1496,-2.920000
B-1498,-0.529100
B-1499,-3.033000
B-1501,-3.537000
B-1503,1.142300
B-1504,-2.463900
B-1505,-0.488400
B-1506,-1.083100
B-1508,-4.634700
B-1509,-1.588300
B-1511,0.406300
B-1512,-0.593200
B-1513,-1.329700
B-1516,-0.179300
B-1517,0.789900
B-1518,-3.111200
B-1519,-0.065100
B-1520,-0.402000
B-1521,0.759000
B-1522,-0.727600
B-1523,-1.449300
B-1524,-1.858600
B-1525,-2.928400
B-1526,-3.479200
B-1527,-3.603600
B-1528,-4.458400
B-1529,-3.267600
B-1530,-1.754100
B-1532,-1.244900
B-1533,0.675500
B-1536,-1.929500
B-1537,-1.756100
B-1539,-1.483800
B-1540,-7.103100
B-1541,-1.768000
B-1542,-1.135600
B-1543,-1.843800
B-1545,-1.526500
B-1546,0.810100
B-1547,-0.622200
B-1548,-3.532200
B-1549,-2.026800
B-1550,-2.167500
B-1551,0.999500
B-1552,-1.000600
B-1553,-2.642200
B-1555,0.632900
B-1556,-1.520800
B-1558,-1.522400
B-1559,-1.653300
B-1560,-5.260500
B-1561,-2.141400
B-1563,-5.239400
B-1564,-2.594100
B-1566,-3.674400
B-1569,-5.272100
B-1570,-0.681300
B-1571,1.059700
B-1572,-1.711100
B-1573,-0.243500
B-1574,0.885600
B-1575,-0.346300
B-1576,-2.568000
B-1577,0.072300
B-1578,0.962100
B-1579,0.962100
B-1580,-2.413500
B-1581,-1.886200
B-1582,-2.565600
B-1583,-1.806900
B-1584,-4.608400
B-1585,-6.289300
B-1586,-3.070900
B-1587,-2.392200
B-1588,-3.894500
B-1589,1.035400
B-1591,-1.206900
B-1592,-0.755200
B-1593,-2.695800
B-1594,-1.961600
B-1595,-5.595900
B-1596,-3.949000
B-1597,-4.072500
B-1598,-5.408800
B-1599,-4.583500
B-1600,0.671200
B-1602,-0.321600
B-1603,-0.940000
B-1604,0.872400
B-1605,-6.849600
B-1606,-0.730600
B-1607,-0.179600
B-1608,-0.433700
B-1610,-2.769500
B-1611,-7.550500
B-1612,-0.782400
B-1613,-0.206200
B-1614,-0.823400
B-1615,-0.332800
B-1616,-1.676300
B-1618,-0.874900
B-1619,-0.778700
B-1620,-0.937600
B-1621,-3.468000
B-1622,-3.403700
B-1624,-1.625200
B-1625,-3.677800
B-1626,-3.137300
B-1628,-0.860800
B-1629,-0.827100
B-1630,-0.634100
B-1631,-1.330100
B-1633,-1.000400
B-1634,0.025500
B-1635,-1.942400
B-1637,-1.683900
B-1638,-1.055600
B-1639,-5.593400
B-1641,-4.222400
B-1642,-5.169300
B-1644,-5.280400
B-1645,-2.954900
B-1646,-2.578400
B-1650,-2.275600
B-1651,-2.578400
B-1652,-1.702500
B-1654,-7.216800
B-1655,-4.727400
B-1656,-4.796000
B-1657,0.168500
B-1658,-7.506000
B-1659,-0.065500
B-1661,-0.589300
B-1663,-1.328500
B-1664,-2.333300
B-1665,-0.346300
B-1667,-2.774000
B-1668,-2.589500
B-1671,-0.793700
B-1673,-1.591700
B-1674,-2.840900
B-1675,0.927500
B-1676,0.015200
B-1677,-1.552000
B-1678,-2.043900
B-1679,-2.155400
B-1680,-0.835800
B-1682,-0.591600
B-1683,-1.412700
B-1684,-3.853300
B-1685,-0.204600
B-1686,-1.585000
B-1687,-2.069600
B-1688,-0.722100
B-1690,-1.873000
B-1691,-1.622300
B-1692,-4.154900
B-1693,-0.867300
B-1694,-1.346900
B-1695,-2.200700
B-1696,-2.941800
B-1697,-2.303800
B-1698,-5.193900
B-1699,-3.946900
B-1700,-4.250700
B-1701,-2.593700
B-1702,-1.868400
B-1703,-3.342900
B-1705,-3.328400
B-1706,-6.702300
B-1707,-3.382200
B-1708,-2.743600
B-1709,-1.388400
B-1710,-6.571500
B-1711,-1.459300
B-1712,-2.444800
B-1713,-4.978700
B-1714,-4.658200
B-1715,-0.012800
B-1716,-3.093000
B-1717,-1.304500
B-1719,-2.248000
B-1720,-0.281000
B-1721,-0.346200
B-1722,-2.043900
B-1723,-1.424900
B-1725,-5.357600
B-1726,-1.715600
B-1727,-5.453500
B-1728,-5.620100
B-1729,-1.840600
B-1730,-4.677200
B-1731,-1.627400
B-1732,-5.822100
B-1734,-3.567300
B-1736,-4.300900
B-1737,-0.112400
B-1738,-1.570100
B-1739,-2.442400
B-1740,-2.016000
B-1741,-1.217700
B-1742,-4.165100
B-1743,-1.544000
B-1744,-3.784900
B-1745,-0.824300
B-1746,-0.499200
B-1748,-2.749400
B-1749,-2.966300
B-1750,-4.598000
B-1752,-2.574800
B-1753,-2.959600
B-1754,-4.849300
B-1755,-7.021700
B-1756,-4.250200
B-1757,-2.214400
B-1758,-4.427600
B-1761,-4.237300
B-1762,-1.925900
B-1763,-0.231100
B-1764,-0.919900
B-1765,-2.292600
B-1766,-3.892500
B-1767,-4.394500
B-1769,0.457900
B-1770,0.412100
B-1771,-3.138900
B-1772,-2.617200
B-1773,-1.633600
B-1774,-3.670200
B-1775,-4.895300
B-1776,-4.110800
B-1777,-3.309000
B-1778,-3.101900
B-1779,-1.283700
B-1780,0.173500
B-1781,-3.684000
B-1782,-3.242500
B-1783,-2.456400
B-1784,-2.908600
B-1786,-2.357200
B-1787,-3.921400
B-1788,-4.740400
B-1789,0.943500
B-1791,-2.040800
B-1792,-2.530400
B-1793,-6.161100
B-1794,-5.796300
B-1796,-3.029900
B-1797,0.485300
B-1799,-3.367400
B-1800,-0.456400
B-1801,-4.312800
B-1802,-4.085100
B-1803,-5.613300
B-1804,-2.576300
B-1805,-3.080200
B-1806,-3.007400
B-1807,-4.524100
B-1810,-4.591600
B-1811,-4.432500
B-1812,-3.172700
B-1813,-5.211700
B-1815,-5.921700
B-1816,-2.621200
B-1817,-3.116500
B-1818,-4.271900
B-1820,-2.354100
B-1821,-2.750100
B-1822,-6.047400
B-1824,-4.199200
B-1825,-2.270200
B-1826,-2.062500
B-1827,-7.033500
B-1828,-7.278400
B-1829,-0.966700
B-1830,-9.703000
B-1831,-1.169300
B-1832,-3.298700
B-1834,-3.171400
B-1835,-0.465900
B-1836,-0.450500
B-1837,-2.465700
B-1838,-1.152200
B-1839,-3.406600
B-1840,-2.057500
B-1841,0.541600
B-1842,-3.128400
B-1843,-4.285600
B-1844,-4.881800
B-1845,-1.935000
B-1846,-1.713600
B-1847,-0.952700
B-1848,-5.081300
B-1849,-3.888500
B-1850,-0.243000
B-1851,-2.670100
B-1852,-0.207200
B-1853,-0.407300
B-1854,-1.755700
B-1855,-2.305700
B-1856,-1.439100
B-1857,-3.852300
B-1859,-6.644000
B-1860,-6.816200
B-1861,-8.523400
B-1862,-2.179500
B-1863,-6.807400
B-1864,-3.950700
B-1865,-2.983000
B-1866,-1.298300
B-1867,-1.568700
B-1868,-1.415500
B-1869,-3.228600
B-1870,-0.522900
B-1871,-6.564800
B-1872,-5.396800
B-1873,-0.813500
B-1874,-1.420200
B-1875,-0.119100
B-1876,-0.465800
B-1878,-5.369800
B-1880,-1.781500
B-1881,-0.025600
B-1882,-1.805000
B-1883,-4.799900
B-1886,-6.951500
B-1887,-4.471700
B-1888,0.267200
B-1889,-1.500800
B-1890,-2.540300
B-1891,-7.310000
B-1892,-6.644000
B-1893,-1.319000
B-1894,-3.474600
B-1895,-4.183600
B-1897,-1.995400
B-1898,-7.310000
B-1899,-7.343000
B-1900,-0.957400
B-1901,-3.355500
B-1902,0.291900
B-1903,-0.777300
B-1904,-2.110300
B-1905,-7.522900
B-1906,-2.441200
B-1907,-1.204500
B-1908,-1.538400
B-1909,-2.530900
B-1910,-3.325400
B-1911,-2.517700
B-1912,-4.464300
B-1914,-2.809000
B-1916,-1.907600
B-1917,-1.342900
B-1918,-3.940400
B-1919,-2.937400
B-1920,-2.008300
B-1921,-4.517100
B-1922,-6.195800
B-1923,-4.244500
B-1924,-4.413000
B-1925,-0.054300
B-1926,-4.779600
B-1927,-1.146600
B-1928,-0.560600
B-1929,-1.833000
B-1930,-3.425000
B-1931,-3.458800
B-1932,0.728600
B-1933,0.524900
B-1935,0.486400
B-1936,-0.233200
B-1937,-3.699000
B-1938,0.286800
B-1939,-1.959000
B-1940,-2.783000
B-1941,-5.495600
B-1942,-0.356700
B-1943,-1.691700
B-1944,-2.899900
B-1945,-1.716600
B-1946,-4.283400
B-1947,-2.179400
B-1948,-6.400100
B-1949,-2.809700
B-1950,-0.699400
B-1951,-2.601500
B-1952,-3.134600
B-1953,-4.889000
B-1954,-2.889600
B-1955,-2.951200
B-1956,-1.847600
B-1957,-1.750900
B-1958,-3.124000
B-1960,-0.514600
B-1961,-0.632500
B-1962,-3.339600
B-1963,-4.853200
B-1964,0.323700
B-1965,-0.389500
B-1966,-4.118300
B-1967,-1.540200
B-1968,-0.511000
B-1969,-4.323800
B-1970,0.325600
B-1971,0.212400
